Bin,Distance_km,Perc,sort
-27.5 to -22.5 %,0.094,0.2946523728919817,-27.5
-22.5 to -17.5 %,0.601,1.8838944266817128,-22.5
-17.5 to -12.5 %,1.136,3.5609052723967154,-17.5
-12.5 to -7.5 %,3.4149999999999996,10.70465801517146,-12.5
-7.5 to -2.5 %,5.873,18.409504106325624,-7.5
-2.5 to 2.5 %,11.485999999999999,36.00401228763087,-2.5
2.5 to 7.5 %,7.329000000000001,22.973481286439725,2.5
7.5 to 12.5 %,1.588,4.977744342047521,7.5
12.5 to 17.5 %,0.38,1.1911478904143942,12.5
